date,user_id,monthly_income,monthly_expense_total,emergency_fund,investment_amount,debt_to_income_ratio,age,Rasio Dana Darurat,score_emergency,cluster_investor,status_kesiapan_invest,ticker_saham,jumlah_lot,average_price
2023-10-07,1196,49173653.88,64507278.06,18431424.9,3417997.68,0.13,18,0.29,1.93,2,Siap Investasi (Konservatif),PTBA.JK,45,3863
2023-11-06,1217,123845088.06,46045616.22,22471464.6,4360761.0,0.15,19,0.49,3.27,2,Siap Investasi (Konservatif),BRPT.JK,19,4879
2019-01-01,1833,101005536.78,67144183.92,30485127.6,3402092.7,0.57,18,0.45,3.0,1,Belum Siap Investasi,SRTG.JK,42,3656
2019-01-31,1331,63759044.88,71610337.26,21295719.540000003,8183374.38,0.43,28,0.3,2.0,1,Belum Siap Investasi,AMRT.JK,35,3494
2019-03-02,1243,77597950.5,46560343.32,0.0,11983615.92,0.57,22,0.0,0.0,1,Belum Siap Investasi,JPFA.JK,46,3507
2019-04-01,1341,73061011.26,53708845.32,13622353.2,2156610.42,0.33,27,0.25,1.67,2,Siap Investasi (Konservatif),BBTN.JK,26,1967
2019-05-01,1305,106502018.22,43009338.06,2368618.56,6352204.32,0.39,26,0.06,0.4,1,Belum Siap Investasi,HMSP.JK,5,1471
2019-05-31,1040,46896620.04,78838713.72,30810218.4,13251644.82,0.26,23,0.39,2.6,0,Siap Investasi (Agresif),SMGR.JK,29,4791
2019-06-30,1517,117484494.30000001,61971919.38,33673988.7,2818152.72,0.14,28,0.54,3.6,2,Siap Investasi (Konservatif),TPIA.JK,37,3417
2019-07-30,1057,75442738.32,55191504.06,25120080.72,0.0,0.22,28,0.46,3.07,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2019-08-29,1785,84822307.02,64522658.7,25833357.9,4580983.800000001,0.17,18,0.4,2.67,2,Siap Investasi (Konservatif),ESSA.JK,20,3947
2019-09-28,1854,73233344.33999999,44552820.24,27695114.459999997,3368360.16,0.13,30,0.62,4.13,2,Siap Investasi (Konservatif),JSMR.JK,49,4563
2019-10-28,1275,92694398.22,64784479.14,13472566.74,8230040.64,0.22,18,0.21,1.4,0,Siap Investasi (Agresif),SRTG.JK,21,1922
2019-11-27,1511,65824769.7,72597844.26,8322674.04,9129808.08,0.38,19,0.11,0.73,1,Belum Siap Investasi,GGRM.JK,10,1136
2019-12-27,1464,39585572.64,36643326.12,1974314.88,14065839.971999988,0.4,26,0.05,0.33,0,Siap Investasi (Agresif),BRPT.JK,5,1366
2020-01-26,1882,73598634.54,59063405.400000006,9782436.600000001,5096235.239999999,0.5,20,0.17,1.13,1,Belum Siap Investasi,TLKM.JK,36,3959
2020-02-25,1560,55239393.78,70576513.56,17990105.4,2359005.66,0.54,18,0.25,1.67,1,Belum Siap Investasi,MBMA.JK,6,1183
2020-03-26,1037,83857346.64,38147832.36,23558770.98,2621000.8800000004,0.21,22,0.62,4.13,2,Siap Investasi (Konservatif),PGAS.JK,26,4659
2020-04-25,1889,54719598.06,69258497.58,38300240.52,7303182.300000001,0.12,24,0.55,3.67,0,Siap Investasi (Agresif),SRTG.JK,4,4358
2020-05-25,1100,69314601.96000001,86576923.44,9839764.44,11067593.94,0.39,23,0.11,0.73,0,Siap Investasi (Agresif),MIKA.JK,39,3519
2020-06-24,1772,76871040.48,37948932.72,33963599.160000004,4478737.5,0.25,29,0.89,5.07,2,Siap Investasi (Konservatif),TOWR.JK,39,2398
2020-07-24,1083,94341000.6,58091279.04,10640781.18,11394782.100000001,0.26,18,0.18,1.2,0,Siap Investasi (Agresif),MBMA.JK,35,3701
2020-08-23,1320,49273103.7,47112473.34,16621403.22,0.0,0.19,22,0.35,2.33,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2020-09-22,1306,92846107.26,41765778.36,12406933.08,13840129.08,0.42,22,0.3,2.0,0,Siap Investasi (Agresif),BMRI.JK,1,3796
2020-10-22,1449,69905183.58,40312307.88,5434784.1,5293911.42,0.33,23,0.13,0.87,2,Siap Investasi (Konservatif),INKP.JK,24,1536
2020-11-21,1168,71514557.82000001,28807763.94,16885146.240000002,10245254.04,0.5,20,0.59,3.93,1,Belum Siap Investasi,TOWR.JK,36,4582
2020-12-21,1404,46551079.98,34348289.94,20591181.36,8325295.739999999,0.36,22,0.6,4.0,0,Siap Investasi (Agresif),AMRT.JK,6,3849
2021-01-20,1336,58619289.419999994,24713717.22,7172097.300000001,13024955.16,0.13,24,0.29,1.93,0,Siap Investasi (Agresif),JPFA.JK,41,2602
2021-02-19,1337,54585541.8,35838114.66,25306920.540000003,10842302.520000001,0.23,22,0.71,4.73,0,Siap Investasi (Agresif),GGRM.JK,46,2273
2021-03-21,1753,52247334.96,50772716.099999994,13681428.84,6510030.66,0.12,22,0.27,1.8,2,Siap Investasi (Konservatif),INDF.JK,44,3967
2021-04-20,1329,37849832.46,58962732.12,28703070.72,2217259.08,0.56,22,0.49,3.27,1,Belum Siap Investasi,MNCN.JK,31,3557
2021-05-20,1805,52356222.900000006,42386596.919999994,14617725.3,6660516.239999999,0.21,27,0.34,2.27,2,Siap Investasi (Konservatif),BBRI.JK,20,3677
2021-06-19,1477,68121029.34,60581020.14,21068155.98,7177165.92,0.44,27,0.35,2.33,1,Belum Siap Investasi,CPIN.JK,24,4049
2021-07-19,1668,71913056.22,58215722.400000006,27579235.32,4302734.04,0.23,20,0.47,3.13,2,Siap Investasi (Konservatif),PTBA.JK,25,2096
2021-08-18,1784,66220821.18,57080875.86,15557517.36,9264213.899999999,0.13,18,0.27,1.8,0,Siap Investasi (Agresif),BBTN.JK,36,2305
2021-09-17,1530,60680120.400000006,74989708.56,16640629.020000001,10313942.58,0.18,22,0.22,1.47,0,Siap Investasi (Agresif),BBCA.JK,21,1915
2021-10-17,1616,60997870.44,60803864.64,20985310.26,10564751.88,0.5,26,0.35,2.33,1,Belum Siap Investasi,BBNI.JK,30,4431
2021-11-16,1043,74013737.04,63527286.599999994,28820872.44,0.0,0.39,18,0.45,3.0,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2021-12-16,1138,109978741.98,59118985.44,16121357.64,5396682.06,0.52,20,0.27,1.8,1,Belum Siap Investasi,TOWR.JK,24,4081
2022-01-15,1722,56084804.64,52096150.26,12200517.899999999,6501291.66,0.45,30,0.23,1.53,1,Belum Siap Investasi,MTEL.JK,44,4282
2022-02-14,1322,71980521.30000001,56036390.580000006,7660083.06,5042228.22,0.57,30,0.14,0.93,1,Belum Siap Investasi,BUKA.JK,42,4906
2022-03-16,1326,61054673.94,47469723.66,25181778.06,4600733.94,0.28,21,0.53,3.53,2,Siap Investasi (Konservatif),UNVR.JK,30,1151
2022-04-15,1790,43750580.04,56639905.919999994,13509620.100000001,6110134.02,0.52,18,0.24,1.6,1,Belum Siap Investasi,MAPI.JK,22,2028
2022-05-15,1982,83619121.5,18594494.64,18065785.14,7822628.46,0.5,18,0.97,5.07,1,Belum Siap Investasi,ARTO.JK,28,2218
2022-06-14,1177,100000027.44,55036823.76,13215290.58,6763811.22,0.57,25,0.24,1.6,1,Belum Siap Investasi,PGEO.JK,7,2977
2022-07-14,1379,98608778.64,44950794.3,35310279.06,0.0,0.25,19,0.79,5.07,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2022-08-13,1142,72918041.22,38297269.26,25422450.12,8325470.52,0.53,29,0.66,4.4,1,Belum Siap Investasi,BFIN.JK,35,4354
2022-09-12,1448,62669291.580000006,41768225.28,27627649.38,4514217.84,0.52,25,0.66,4.4,1,Belum Siap Investasi,MDKA.JK,28,3511
2022-10-12,1746,64465156.080000006,28982369.16,24144283.98,7726149.9,0.34,24,0.83,5.07,0,Siap Investasi (Agresif),MIKA.JK,14,4184
2022-11-11,1027,67410373.86,48642672.24,22592936.700000003,9285537.06,0.39,27,0.46,3.07,1,Belum Siap Investasi,BBCA.JK,10,1270
2022-12-11,1395,61816365.18,44685653.04,30499284.78,7782254.28,0.29,27,0.68,4.53,0,Siap Investasi (Agresif),SCMA.JK,16,2186
2023-01-10,1880,87330400.02,57303196.02,27275992.02,11987985.42,0.25,19,0.48,3.2,0,Siap Investasi (Agresif),ICBP.JK,16,1459
2023-02-09,1165,72198122.4,60237927.0,19088597.700000003,0.0,0.49,23,0.32,2.13,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2023-03-11,1944,94876526.52,49759166.88,10353617.64,5071766.04,0.35,23,0.21,1.4,2,Siap Investasi (Konservatif),TOWR.JK,31,1104
2023-04-10,1928,53506450.080000006,64418140.26,22970636.28,13292368.56,0.57,20,0.36,2.4,1,Belum Siap Investasi,ADRO.JK,42,4764
2023-05-10,1909,70109326.62,83725387.74,21155021.64,0.0,0.22,28,0.25,1.67,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2023-06-09,1567,98280017.46,58472998.56,14473007.46,14065839.971999988,0.49,19,0.25,1.67,1,Belum Siap Investasi,AMRT.JK,25,4627
2023-07-09,1200,67395692.34,47471471.46,18976388.94,823738.14,0.42,29,0.4,2.67,2,Siap Investasi (Konservatif),INDF.JK,13,4353
2023-08-08,1674,63832627.26,58614745.14,24275019.42,6124465.98,0.29,18,0.41,2.73,2,Siap Investasi (Konservatif),KLBF.JK,6,2710
2023-09-07,1461,82179283.86,63860766.84,22543648.74,317575.26,0.49,23,0.35,2.33,1,Belum Siap Investasi,MAPI.JK,44,3209
2023-10-07,1687,66284965.44,65516982.12,23267237.94,13553664.66,0.1,29,0.36,2.4,0,Siap Investasi (Agresif),EMTK.JK,9,3398
2023-11-06,1613,66799692.54,31435231.68,19354787.64,10856634.479999999,0.1,22,0.62,4.13,0,Siap Investasi (Agresif),ASII.JK,45,1433
2019-01-01,1131,68555707.2,59954608.62,11032288.38,8912032.2,0.38,28,0.18,1.2,1,Belum Siap Investasi,PTMP.JK,36,3899
2019-01-31,1814,66950352.900000006,82270519.02,23378572.799999997,6464063.52,0.19,26,0.28,1.87,2,Siap Investasi (Konservatif),PGAS.JK,43,1139
2019-03-02,1847,115327883.88,46135103.580000006,13585474.62,6805059.300000001,0.5,18,0.29,1.93,1,Belum Siap Investasi,ACES.JK,20,2494
2019-04-01,1186,87887249.1,78218594.28,22814382.959999997,2999923.92,0.4,24,0.29,1.93,2,Siap Investasi (Konservatif),EXCL.JK,18,4203
2019-05-01,1658,78633696.78,44285406.84,23763962.700000003,4775863.5,0.15,22,0.54,3.6,2,Siap Investasi (Konservatif),SMGR.JK,43,1086
2019-05-31,1808,111555781.92,63344816.28,7067229.300000001,9663935.76,0.57,22,0.11,0.73,1,Belum Siap Investasi,BUKA.JK,21,2711
2019-06-30,1204,75919013.82,45300004.74,12301191.18,1856338.38,0.38,19,0.27,1.8,2,Siap Investasi (Konservatif),ARTO.JK,4,3230
2019-07-30,1067,79610017.86,43312231.8,15358967.28,2652286.5,0.28,28,0.35,2.33,2,Siap Investasi (Konservatif),HMSP.JK,33,3415
2019-08-29,1521,92467359.0,62892660.419999994,18449951.58,4005258.48,0.28,20,0.29,1.93,2,Siap Investasi (Konservatif),PGAS.JK,27,1128
2019-09-28,1226,40475377.62,43504664.580000006,13367523.96,0.0,0.29,24,0.31,2.07,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2019-10-28,1531,84642108.83999999,52533624.599999994,12662461.44,5789587.5,0.36,23,0.24,1.6,2,Siap Investasi (Konservatif),AMMN.JK,7,2269
2019-11-27,1226,83690781.30000001,58357468.98,21291699.6,9193253.22,0.37,29,0.36,2.4,0,Siap Investasi (Agresif),JSMR.JK,6,4672
2019-12-27,1552,61588452.06,43452754.919999994,19028997.72,4507051.86,0.43,19,0.44,2.93,1,Belum Siap Investasi,ANTM.JK,15,2601
2020-01-26,1392,66512529.0,62100557.46,8198055.9,5220329.04,0.23,23,0.13,0.87,2,Siap Investasi (Konservatif),UNTR.JK,18,1669
2020-02-25,1573,82405623.96,35687279.519999996,14850182.7,6650029.44,0.33,19,0.42,2.8,2,Siap Investasi (Konservatif),INKP.JK,32,4970
2020-03-26,1081,99432866.33999999,42894857.16,32652224.82,8182150.92,0.11,19,0.76,5.07,0,Siap Investasi (Agresif),EMTK.JK,11,4449
2020-04-25,1516,82921924.08,49599767.52,11911082.22,5632460.28,0.57,19,0.24,1.6,1,Belum Siap Investasi,UNVR.JK,20,1148
2020-05-25,1652,67840682.22,55366983.18,5165972.46,4393444.86,0.22,28,0.09,0.6,2,Siap Investasi (Konservatif),MTEL.JK,24,1984
2020-06-24,1068,35483311.26,52629753.599999994,24713542.44,4662431.28,0.13,20,0.47,3.13,2,Siap Investasi (Konservatif),TBIG.JK,15,1851
2020-07-24,1500,91253337.12,40028639.94,21624305.94,6031657.800000001,0.32,19,0.54,3.6,2,Siap Investasi (Konservatif),MBMA.JK,48,2456
2020-08-23,1707,23311282.5,41670523.26,8929684.98,14065839.971999988,0.43,21,0.21,1.4,0,Siap Investasi (Agresif),ICBP.JK,7,1627
2020-09-22,1617,61107107.94,42510341.16,17416827.0,8574357.24,0.36,26,0.41,2.73,0,Siap Investasi (Agresif),BBNI.JK,21,4797
2020-10-22,1390,58283012.7,60441370.919999994,18685205.459999997,5508366.48,0.39,23,0.31,2.07,1,Belum Siap Investasi,HRUM.JK,42,2492
2020-11-21,1896,80491608.18,44777412.54,25582898.16,4426827.84,0.15,18,0.57,3.8,2,Siap Investasi (Konservatif),EMTK.JK,26,3493
2020-12-21,1930,75449379.96,66462192.36,12423012.84,0.0,0.35,25,0.19,1.27,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2021-01-20,1226,77565266.64,59446523.16,22195661.76,461768.76,0.54,29,0.37,2.47,1,Belum Siap Investasi,MBMA.JK,44,3044
2021-02-19,1974,120618474.48,72045889.02,25101379.26,8536954.32,0.32,24,0.35,2.33,0,Siap Investasi (Agresif),WIKA.JK,14,4552
2021-03-21,1714,62245974.419999994,50611394.16,19150295.040000003,1897936.02,0.23,27,0.38,2.53,2,Siap Investasi (Konservatif),AKRA.JK,37,1883
2021-04-20,1401,69214278.24,66398572.44,21005409.959999997,11625666.479999999,0.44,20,0.32,2.13,1,Belum Siap Investasi,PGAS.JK,21,3341
2021-05-20,1318,53719157.34,50690744.28,25443773.28,8999072.64,0.39,18,0.5,3.33,1,Belum Siap Investasi,BFIN.JK,18,2788
2021-06-19,1783,78521313.24,50518411.2,7831367.46,6883011.18,0.37,22,0.16,1.07,1,Belum Siap Investasi,SCMA.JK,5,4214
2021-07-19,1396,83086217.28,17775825.12,13573414.8,10242282.78,0.4,30,0.76,5.07,0,Siap Investasi (Agresif),INCO.JK,3,1249
2021-08-18,1665,57124570.86,59350219.38,20574577.26,2820599.64,0.42,21,0.35,2.33,1,Belum Siap Investasi,WIKA.JK,23,3925
2021-09-17,1586,82601377.56,38812870.26,24364681.56,7201285.56,0.5,27,0.63,4.2,1,Belum Siap Investasi,TOWR.JK,26,1947
2021-10-17,1418,71226869.94,20138850.72,25994330.28,6476123.34,0.43,25,1.29,5.07,1,Belum Siap Investasi,ERAA.JK,37,1974
2021-11-16,1470,89680491.9,66165590.7,18822407.76,9134527.14,0.47,18,0.28,1.87,1,Belum Siap Investasi,INCO.JK,24,2325
2021-12-16,1612,75105587.69999999,55326084.66,22446471.06,7859507.04,0.21,27,0.41,2.73,0,Siap Investasi (Agresif),ASII.JK,49,4096
2022-01-15,1472,60371983.26,42386247.36,8815204.08,9340417.979999999,0.54,18,0.21,1.4,1,Belum Siap Investasi,UNVR.JK,19,3836
2022-02-14,1839,84935040.12,62551315.080000006,17665189.38,4076918.28,0.13,29,0.28,1.87,2,Siap Investasi (Konservatif),MEDC.JK,25,1983
2022-03-16,1626,46177400.34,67408276.5,39959776.62,207463.86,0.35,21,0.59,3.93,2,Siap Investasi (Konservatif),MBMA.JK,21,1888
2022-04-15,1671,64994040.36,57457526.76,6384888.18,10946646.18,0.51,25,0.11,0.73,1,Belum Siap Investasi,ACES.JK,12,3937
2022-05-15,1349,64787799.96,45331989.48,16026277.32,2659802.04,0.28,22,0.35,2.33,2,Siap Investasi (Konservatif),AKRA.JK,41,4972
2022-06-14,1304,60790756.14,74534231.88,20566886.94,10531543.68,0.25,19,0.28,1.87,0,Siap Investasi (Agresif),BFIN.JK,33,3117
2022-07-14,1934,49151981.16,38597366.52,10908544.14,6728156.1,0.14,23,0.28,1.87,2,Siap Investasi (Konservatif),INCO.JK,4,3672
2022-08-13,1447,73523129.58,77279850.9,18775741.5,10071872.28,0.57,22,0.24,1.6,1,Belum Siap Investasi,WIKA.JK,42,1874
2022-09-12,1107,67913390.7,52404287.400000006,3020023.6199999996,5168419.38,0.12,19,0.06,0.4,2,Siap Investasi (Konservatif),TLKM.JK,7,4183
2022-10-12,1096,64094447.7,37232334.72,12619640.34,6921637.56,0.27,30,0.34,2.27,2,Siap Investasi (Konservatif),UNTR.JK,22,4435
2022-11-11,1199,60311334.599999994,40237676.82,24445255.14,10639732.5,0.42,28,0.61,4.07,1,Belum Siap Investasi,PTPP.JK,33,2326
2022-12-11,1203,61222812.3,53264904.12,4439586.78,9411203.88,0.57,28,0.08,0.53,1,Belum Siap Investasi,HMSP.JK,17,1470
2023-01-10,1177,56801752.2,66568458.599999994,16748293.5,4525403.760000001,0.38,28,0.25,1.67,2,Siap Investasi (Konservatif),TKIM.JK,24,2987
2023-02-09,1978,49643986.86,47350523.7,13835584.8,7737161.04,0.26,20,0.29,1.93,0,Siap Investasi (Agresif),ISAT.JK,34,1090
2023-03-11,1157,56519832.06,28783119.959999997,0.0,2702273.58,0.22,26,0.0,0.0,2,Siap Investasi (Konservatif),MAPI.JK,28,1529
2023-04-10,1860,35595170.46,79692863.58,7913164.5,12546931.86,0.22,24,0.1,0.67,0,Siap Investasi (Agresif),SRTG.JK,43,1660
2023-05-10,1288,78171928.02,23105391.66,8613857.52,6037425.54,0.54,24,0.37,2.47,1,Belum Siap Investasi,ANTM.JK,41,1738
2023-06-09,1060,78313150.26,43568109.72,7587199.800000001,9567981.54,0.4,28,0.17,1.13,1,Belum Siap Investasi,TOWR.JK,39,3773
2023-07-09,1372,81461287.62,67825301.58,14408863.2,8009468.28,0.29,23,0.21,1.4,0,Siap Investasi (Agresif),MTEL.JK,22,1871
2023-08-08,1408,78537917.33999999,65360379.24,11574805.5,8190715.14,0.43,25,0.18,1.2,1,Belum Siap Investasi,PGAS.JK,49,2686
2023-09-07,1444,85593960.72,65078284.32,19570116.6,3483540.18,0.32,21,0.3,2.0,2,Siap Investasi (Konservatif),INTP.JK,17,1191
2023-10-07,1575,114965215.38,59701177.62,6501466.44,11383246.62,0.32,25,0.11,0.73,0,Siap Investasi (Agresif),PGAS.JK,34,2986
2023-11-06,1277,64981630.98,35826404.400000006,14294207.520000001,10944548.82,0.32,21,0.4,2.67,0,Siap Investasi (Agresif),UNVR.JK,6,4623
2019-01-01,1193,42986267.099999994,34917024.06,8406918.0,10028352.06,0.53,25,0.24,1.6,1,Belum Siap Investasi,PTBA.JK,46,4313
2019-01-31,1774,92567158.38,58350128.22,11352660.12,14065839.971999988,0.18,26,0.19,1.27,0,Siap Investasi (Agresif),ESSA.JK,6,3185
2019-03-02,1057,68178357.17999999,46457922.24,26847431.459999997,11252685.96,0.46,20,0.58,3.87,1,Belum Siap Investasi,BRPT.JK,34,1344
2019-04-01,1909,104949797.04,36789092.64,9035077.32,13612041.18,0.37,20,0.25,1.67,0,Siap Investasi (Agresif),TBIG.JK,1,4251
2019-05-01,1574,97192885.86,47813865.48,25419304.08,14065839.971999988,0.21,28,0.53,3.53,0,Siap Investasi (Agresif),ESSA.JK,10,2008
2019-05-31,1791,71550737.28,40951827.900000006,7155842.760000001,552304.8,0.22,30,0.17,1.13,2,Siap Investasi (Konservatif),BBRI.JK,21,4783
2019-06-30,1937,103207240.44,42886467.72,9740489.399999999,3490007.04,0.56,19,0.23,1.53,1,Belum Siap Investasi,UNTR.JK,5,3550
2019-07-30,1153,83436301.62,56985096.419999994,1569873.96,4186680.1199999996,0.57,30,0.03,0.2,1,Belum Siap Investasi,KLBF.JK,2,1202
2019-08-29,1495,83586088.08,39846344.400000006,15835242.78,8030616.66,0.29,27,0.4,2.67,0,Siap Investasi (Agresif),JSMR.JK,22,1572
2019-09-28,1223,93864550.32,63299198.7,2311640.28,0.0,0.12,20,0.04,0.27,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2019-10-28,1473,100977746.76,70399636.2,13716210.06,8845091.459999999,0.47,20,0.19,1.27,1,Belum Siap Investasi,JPFA.JK,48,1191
2019-11-27,1555,87514443.36,57857598.18,26583863.22,4101562.26,0.42,22,0.46,3.07,1,Belum Siap Investasi,EMTK.JK,2,3052
2019-12-27,1707,74916825.30000001,64700409.96,27982278.0,4655789.64,0.34,22,0.43,2.87,2,Siap Investasi (Konservatif),ERAA.JK,10,2913
2020-01-26,1326,91794805.56,27552144.42,8908187.040000001,6529955.58,0.34,19,0.32,2.13,2,Siap Investasi (Konservatif),TLKM.JK,34,4308
2020-02-25,1750,71646691.5,65037910.14,25271789.76,7445628.0,0.37,29,0.39,2.6,1,Belum Siap Investasi,CPIN.JK,16,2716
2020-03-26,1097,56161358.28,31354308.540000003,1509574.86,14065839.971999988,0.38,27,0.05,0.33,0,Siap Investasi (Agresif),PTBA.JK,48,1310
2020-04-25,1002,82367347.14,40337476.2,23052258.540000003,10577860.38,0.22,30,0.57,3.8,0,Siap Investasi (Agresif),MEDC.JK,39,3596
2020-05-25,1599,72299669.58,51704817.84,7778059.56,6983859.239999999,0.45,23,0.15,1.0,1,Belum Siap Investasi,PTPP.JK,22,3103
2020-06-24,1298,73868844.42,38935216.26,10548846.899999999,8842644.540000001,0.32,22,0.27,1.8,0,Siap Investasi (Agresif),BMRI.JK,12,1442
2020-07-24,1946,57627587.7,48495157.919999994,4931068.14,11916500.399999999,0.54,23,0.1,0.67,1,Belum Siap Investasi,BRIS.JK,24,2260
2020-08-23,1171,49898466.54,41017719.96,28335683.16,10724850.36,0.3,18,0.69,4.6,0,Siap Investasi (Agresif),INKP.JK,47,1869
2020-09-22,1941,54028168.38,59645073.24,29670652.799999997,6475074.66,0.51,22,0.5,3.33,1,Belum Siap Investasi,ACES.JK,40,4932
2020-10-22,1031,65212340.580000006,27364780.26,26390556.540000003,5119306.199999999,0.43,26,0.96,5.07,1,Belum Siap Investasi,SRTG.JK,38,4268
2020-11-21,1914,70677536.4,63340272.0,29343814.200000003,3084167.8800000004,0.12,29,0.46,3.07,2,Siap Investasi (Konservatif),TBIG.JK,10,1584
2020-12-21,1914,113725326.06,53090473.68,19557882.0,2510015.58,0.23,27,0.37,2.47,2,Siap Investasi (Konservatif),TBIG.JK,35,2594
2021-01-20,1245,34206892.92,64381786.02,21461935.32,2308144.68,0.33,19,0.33,2.2,2,Siap Investasi (Konservatif),AKRA.JK,49,3799
2021-02-19,1869,67994488.62,57943240.38,11630035.979999999,3417997.68,0.42,18,0.2,1.33,1,Belum Siap Investasi,BRPT.JK,32,2537
2021-03-21,1041,66499770.06,52806805.74,8246644.739999999,8526467.52,0.56,27,0.16,1.07,1,Belum Siap Investasi,GGRM.JK,7,4520
2021-04-20,1966,53313842.52,49431279.599999994,29281242.959999997,3207562.56,0.45,30,0.59,3.93,1,Belum Siap Investasi,TLKM.JK,21,1359
2021-05-20,1662,51869460.599999994,55070031.96,2720101.14,5791684.86,0.37,28,0.05,0.33,1,Belum Siap Investasi,BBRI.JK,20,2723
2021-06-19,1154,44647026.66,45317657.52,23185266.12,7151997.6,0.38,26,0.51,3.4,1,Belum Siap Investasi,BBTN.JK,26,3866
2021-07-19,1270,87162786.0,44918460.0,24826625.1,7741006.199999999,0.25,27,0.55,3.67,0,Siap Investasi (Agresif),BBNI.JK,4,3077
2021-08-18,1717,63562592.16,39330568.62,29183191.38,2654908.2,0.11,26,0.74,4.93,2,Siap Investasi (Konservatif),INTP.JK,46,2802
2021-09-17,1529,61188904.98,72190432.08,17123895.72,10708945.38,0.4,26,0.24,1.6,1,Belum Siap Investasi,BRPT.JK,22,3011
2021-10-17,1572,40071286.26,45678753.0,10501131.96,8935977.06,0.55,23,0.23,1.53,1,Belum Siap Investasi,ASII.JK,15,3155
2021-11-16,1369,85276210.68,52894545.3,17153957.88,4983502.14,0.16,25,0.32,2.13,2,Siap Investasi (Konservatif),MAPI.JK,40,1843
2021-12-16,1293,73090723.86,42788416.14,19534985.82,14065839.971999988,0.42,28,0.46,3.07,0,Siap Investasi (Agresif),BBTN.JK,21,2625
2022-01-15,1880,50411271.06,59698031.580000006,12175873.92,6903460.44,0.19,30,0.2,1.33,2,Siap Investasi (Konservatif),GOTO.JK,15,3764
2022-02-14,1416,61087707.36,61306007.580000006,16191793.979999999,6181094.699999999,0.39,18,0.26,1.73,1,Belum Siap Investasi,INCO.JK,22,1890
2022-03-16,1171,75104539.02,53354741.04,21308828.040000003,6607732.68,0.4,27,0.4,2.67,1,Belum Siap Investasi,SRTG.JK,28,2991
2022-04-15,1190,49422540.599999994,60266066.580000006,19974382.74,9373451.399999999,0.2,21,0.33,2.2,0,Siap Investasi (Agresif),ASII.JK,14,2982
2022-05-15,1622,88299205.56,36261606.599999994,26959640.22,12733596.899999999,0.54,18,0.74,4.93,1,Belum Siap Investasi,TOWR.JK,27,1959
2022-06-14,1017,66715273.8,56233192.86,28158281.459999997,0.0,0.17,25,0.5,3.33,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2022-07-14,1550,57242372.580000006,65613810.24,14063497.92,4082686.02,0.41,18,0.21,1.4,1,Belum Siap Investasi,INCO.JK,41,2468
2022-08-13,1581,69881763.06,24798485.52,10162757.88,4319163.36,0.57,20,0.41,2.73,1,Belum Siap Investasi,JSMR.JK,40,3940
2022-09-12,1374,55459092.24,43529832.900000006,10129374.899999999,6026064.84,0.27,30,0.23,1.53,2,Siap Investasi (Konservatif),HRUM.JK,28,2461
2022-10-12,1603,67218989.76,71762570.64,7468174.62,9663061.86,0.23,21,0.1,0.67,0,Siap Investasi (Agresif),ASII.JK,26,1731
2022-11-11,1219,72345112.38,39505348.62,31769236.26,1351049.4,0.22,25,0.8,5.07,2,Siap Investasi (Konservatif),TOWR.JK,49,4961
2022-12-11,1024,60642892.26,54361124.28,19949389.200000003,7187477.94,0.37,23,0.37,2.47,1,Belum Siap Investasi,UNTR.JK,2,1605
2023-01-10,1734,95451377.94,49949677.080000006,6175152.18,8394508.620000001,0.3,27,0.12,0.8,0,Siap Investasi (Agresif),SCMA.JK,25,3504
2023-02-09,1534,53591043.599999994,47524954.14,6245763.300000001,1566553.14,0.49,29,0.13,0.87,1,Belum Siap Investasi,INCO.JK,3,1614
2023-03-11,1238,92847330.72,54352734.84,23072882.58,5703071.4,0.57,24,0.42,2.8,1,Belum Siap Investasi,INCO.JK,8,4806
